GEOID,NAME,B19013_001E,B19013_001M,B01003_001E,B01003_001M,NUMPOINTS,inc_rate
"360290063023","Block Group 3, Census Tract 63.02, Erie County, New York",62019,39673,386,140,1,"259"
"360290066022","Block Group 2, Census Tract 66.02, Erie County, New York",57917,24075,830,189,2,"241"
"360290069042","Block Group 2, Census Tract 69.04, Erie County, New York",34375,11976,439,173,11,"2506"
"360299805001","Block Group 1, Census Tract 9805, Erie County, New York",,,1026,275,1,"97"
"360290108081","Block Group 1, Census Tract 108.08, Erie County, New York",59294,13743,2186,493,0,"0"
"360290081021","Block Group 1, Census Tract 81.02, Erie County, New York",64000,47113,910,247,1,"110"
"360290148011","Block Group 1, Census Tract 148.01, Erie County, New York",53750,30764,799,242,0,"0"
"360290080031","Block Group 1, Census Tract 80.03, Erie County, New York",46061,16377,771,222,2,"259"
"360290142093","Block Group 3, Census Tract 142.09, Erie County, New York",122941,33213,789,221,0,"0"
"360290130011","Block Group 1, Census Tract 130.01, Erie County, New York",36250,28608,1009,263,0,"0"
"360290059003","Block Group 3, Census Tract 59, Erie County, New York",22974,14933,696,375,18,"2586"
"360290150013","Block Group 3, Census Tract 150.01, Erie County, New York",44397,21600,1001,331,0,"0"
"360290081024","Block Group 4, Census Tract 81.02, Erie County, New York",95114,39203,640,152,0,"0"
"360290080034","Block Group 4, Census Tract 80.03, Erie County, New York",72202,6456,1288,436,2,"155"
"360290146033","Block Group 3, Census Tract 146.03, Erie County, New York",138214,23708,736,273,0,"0"
"360290028011","Block Group 1, Census Tract 28.01, Erie County, New York",10711,4094,832,398,48,"5769"
"360290142073","Block Group 3, Census Tract 142.07, Erie County, New York",41526,9141,1207,272,0,"0"
"360290115001","Block Group 1, Census Tract 115, Erie County, New York",45227,23419,848,221,0,"0"
"360290169002","Block Group 2, Census Tract 169, Erie County, New York",86625,19530,671,186,1,"149"
"360290114002","Block Group 2, Census Tract 114, Erie County, New York",33448,7778,1564,264,7,"448"
"360290002003","Block Group 3, Census Tract 2, Erie County, New York",49542,22525,1411,386,14,"992"
"360290034002","Block Group 2, Census Tract 34, Erie County, New York",32938,23637,582,266,25,"4296"
"360290067011","Block Group 1, Census Tract 67.01, Erie County, New York",30784,7524,722,254,8,"1108"
"360290094014","Block Group 4, Census Tract 94.01, Erie County, New York",87404,35706,951,281,0,"0"
"360290029004","Block Group 4, Census Tract 29, Erie County, New York",39241,8291,775,316,32,"4129"
"360290125014","Block Group 4, Census Tract 125.01, Erie County, New York",76741,39436,739,301,0,"0"
"360290073063","Block Group 3, Census Tract 73.06, Erie County, New York",185612,183849,813,564,0,"0"
"360290130023","Block Group 3, Census Tract 130.02, Erie County, New York",93393,9834,1380,351,0,"0"
"360290046013","Block Group 3, Census Tract 46.01, Erie County, New York",44154,25274,733,268,12,"1637"
"360290164005","Block Group 5, Census Tract 164, Erie County, New York",14583,13695,59,42,7,"11864"
"360290049012","Block Group 2, Census Tract 49.01, Erie County, New York",43455,32837,814,391,4,"491"
"360290142074","Block Group 4, Census Tract 142.07, Erie County, New York",99208,19766,1698,668,0,"0"
"360290027031","Block Group 1, Census Tract 27.03, Erie County, New York",15025,4710,1149,246,47,"4091"
"360290113001","Block Group 1, Census Tract 113, Erie County, New York",60179,17196,671,182,0,"0"
"360290090122","Block Group 2, Census Tract 90.12, Erie County, New York",72054,33617,1293,259,1,"77"
"360290086004","Block Group 4, Census Tract 86, Erie County, New York",83382,42879,812,277,1,"123"
"360290084001","Block Group 1, Census Tract 84, Erie County, New York",,,771,329,15,"1946"
"360290082013","Block Group 3, Census Tract 82.01, Erie County, New York",52313,35427,1048,223,0,"0"
"360290042002","Block Group 2, Census Tract 42, Erie County, New York",33571,29477,604,276,23,"3808"
"360290023004","Block Group 4, Census Tract 23, Erie County, New York",23708,6354,1131,281,34,"3006"
"360290034001","Block Group 1, Census Tract 34, Erie County, New York",,,621,394,52,"8374"
"360290079033","Block Group 3, Census Tract 79.03, Erie County, New York",62308,15021,1124,306,0,"0"
"360290102022","Block Group 2, Census Tract 102.02, Erie County, New York",53625,50716,1154,1235,2,"173"
"360290079021","Block Group 1, Census Tract 79.02, Erie County, New York",,,898,387,0,"0"
"360290006003","Block Group 3, Census Tract 6, Erie County, New York",59750,28369,488,176,7,"1434"
"360290079013","Block Group 3, Census Tract 79.01, Erie County, New York",101979,55237,1075,544,0,"0"
"360290079041","Block Group 1, Census Tract 79.04, Erie County, New York",73500,14275,1174,199,0,"0"
"360290129021","Block Group 1, Census Tract 129.02, Erie County, New York",79290,13637,1720,327,0,"0"
"360290129022","Block Group 2, Census Tract 129.02, Erie County, New York",54942,18813,1682,512,0,"0"
"360290156002","Block Group 2, Census Tract 156, Erie County, New York",62500,10106,897,212,0,"0"
"360290010004","Block Group 4, Census Tract 10, Erie County, New York",20064,15448,567,284,21,"3704"
"360290135023","Block Group 3, Census Tract 135.02, Erie County, New York",,,2364,889,0,"0"
"360290037002","Block Group 2, Census Tract 37, Erie County, New York",19655,18776,796,346,65,"8166"
"360299400001","Block Group 1, Census Tract 9400, Erie County, New York",41932,24717,1101,199,0,"0"
"360290080035","Block Group 5, Census Tract 80.03, Erie County, New York",66406,42259,731,301,2,"274"
"360290073034","Block Group 4, Census Tract 73.03, Erie County, New York",104360,26787,1095,451,0,"0"
"360290036003","Block Group 3, Census Tract 36, Erie County, New York",38646,23262,385,186,22,"5714"
"360290093023","Block Group 3, Census Tract 93.02, Erie County, New York",93182,20153,641,219,2,"312"
"360290057001","Block Group 1, Census Tract 57, Erie County, New York",,,812,322,28,"3448"
"360290150031","Block Group 1, Census Tract 150.03, Erie County, New York",58836,16089,2196,240,0,"0"
"360290043002","Block Group 2, Census Tract 43, Erie County, New York",,,899,418,48,"5339"
"360290091062","Block Group 2, Census Tract 91.06, Erie County, New York",75313,11012,2361,612,0,"0"
"360290175021","Block Group 1, Census Tract 175.02, Erie County, New York",69107,27128,870,198,0,"0"
"360290101033","Block Group 3, Census Tract 101.03, Erie County, New York",54919,6129,619,152,0,"0"
"360290128001","Block Group 1, Census Tract 128, Erie County, New York",53810,19147,1008,157,0,"0"
"360290071041","Block Group 1, Census Tract 71.04, Erie County, New York",26167,14039,338,206,13,"3846"
"360290096021","Block Group 1, Census Tract 96.02, Erie County, New York",97917,51079,1079,297,1,"93"
"360290168021","Block Group 1, Census Tract 168.02, Erie County, New York",46777,11657,1233,596,35,"2839"
"360290172002","Block Group 2, Census Tract 172, Erie County, New York",29048,6989,383,115,0,"0"
"360290092004","Block Group 4, Census Tract 92, Erie County, New York",50536,38473,997,389,1,"100"
"360290136002","Block Group 2, Census Tract 136, Erie County, New York",91724,26424,1019,259,0,"0"
"360290090081","Block Group 1, Census Tract 90.08, Erie County, New York",50750,32753,1343,312,0,"0"
"360290148012","Block Group 2, Census Tract 148.01, Erie County, New York",43750,17615,1619,270,0,"0"
"360290066011","Block Group 1, Census Tract 66.01, Erie County, New York",,,336,165,23,"6845"
"360290166002","Block Group 2, Census Tract 166, Erie County, New York",19250,15678,407,195,17,"4177"
"360290172003","Block Group 3, Census Tract 172, Erie County, New York",39313,33817,752,261,0,"0"
"360290130021","Block Group 1, Census Tract 130.02, Erie County, New York",70188,19383,929,350,0,"0"
"360290048003","Block Group 3, Census Tract 48, Erie County, New York",104444,15800,1543,385,5,"324"
"360290035012","Block Group 2, Census Tract 35.01, Erie County, New York",16654,9910,1042,319,50,"4798"
"360290014031","Block Group 1, Census Tract 14.03, Erie County, New York",13412,2891,593,190,24,"4047"
"360290047011","Block Group 1, Census Tract 47.01, Erie County, New York",51104,30846,689,381,31,"4499"
"360299803001","Block Group 1, Census Tract 9803, Erie County, New York",,,2769,249,0,"0"
"360290131031","Block Group 1, Census Tract 131.03, Erie County, New York",79107,37794,1116,269,0,"0"
"360290131014","Block Group 4, Census Tract 131.01, Erie County, New York",55125,42770,524,197,0,"0"
"360290073035","Block Group 5, Census Tract 73.03, Erie County, New York",46466,12647,1335,343,0,"0"
"360290049022","Block Group 2, Census Tract 49.02, Erie County, New York",81144,44087,1198,370,17,"1419"
"360290090104","Block Group 4, Census Tract 90.10, Erie County, New York",123021,91544,2289,816,0,"0"
"360290071031","Block Group 1, Census Tract 71.03, Erie County, New York",50631,12010,332,187,12,"3614"
"360290071044","Block Group 4, Census Tract 71.04, Erie County, New York",14110,5546,1123,333,17,"1514"
"360290071043","Block Group 3, Census Tract 71.04, Erie County, New York",10760,3096,277,137,10,"3610"
"360290068023","Block Group 3, Census Tract 68.02, Erie County, New York",45284,14623,684,204,16,"2339"
"360290040022","Block Group 2, Census Tract 40.02, Erie County, New York",43272,32526,695,225,9,"1295"
"360290142063","Block Group 3, Census Tract 142.06, Erie County, New York",114528,49426,1420,485,0,"0"
"360290135014","Block Group 4, Census Tract 135.01, Erie County, New York",55048,34326,1834,569,0,"0"
"360290090121","Block Group 1, Census Tract 90.12, Erie County, New York",143355,33115,921,407,0,"0"
"360290173021","Block Group 1, Census Tract 173.02, Erie County, New York",73214,56683,1188,395,1,"84"
"360290027042","Block Group 2, Census Tract 27.04, Erie County, New York",41118,5190,292,217,4,"1370"
"360290095043","Block Group 3, Census Tract 95.04, Erie County, New York",87563,32270,1590,394,0,"0"
"360290049021","Block Group 1, Census Tract 49.02, Erie County, New York",66906,25309,1616,498,21,"1300"
"360290014032","Block Group 2, Census Tract 14.03, Erie County, New York",12478,11776,1497,418,32,"2138"
"360290120023","Block Group 3, Census Tract 120.02, Erie County, New York",87961,24461,1377,322,0,"0"
"360290147041","Block Group 1, Census Tract 147.04, Erie County, New York",122841,47743,1078,373,0,"0"
"360290090103","Block Group 3, Census Tract 90.10, Erie County, New York",128359,54855,759,282,0,"0"
"360290046011","Block Group 1, Census Tract 46.01, Erie County, New York",68529,33085,738,267,0,"0"
"360290133002","Block Group 2, Census Tract 133, Erie County, New York",73750,23548,753,235,0,"0"
"360290134002","Block Group 2, Census Tract 134, Erie County, New York",94808,64474,533,268,0,"0"
"360290095011","Block Group 1, Census Tract 95.01, Erie County, New York",112212,81592,743,347,0,"0"
"360290006001","Block Group 1, Census Tract 6, Erie County, New York",69858,16356,1942,418,21,"1081"
"360290044013","Block Group 3, Census Tract 44.01, Erie County, New York",38188,32383,1975,469,54,"2734"
"360290044011","Block Group 1, Census Tract 44.01, Erie County, New York",46094,12093,1018,343,20,"1965"
"360290006002","Block Group 2, Census Tract 6, Erie County, New York",89750,26323,918,325,5,"545"
"360290095032","Block Group 2, Census Tract 95.03, Erie County, New York",64785,6013,1409,279,3,"213"
"360290033024","Block Group 4, Census Tract 33.02, Erie County, New York",21210,981,899,329,22,"2447"
"360290091092","Block Group 2, Census Tract 91.09, Erie County, New York",54297,13058,2001,319,0,"0"
"360290118003","Block Group 3, Census Tract 118, Erie County, New York",78577,8063,2067,532,0,"0"
"360290080016","Block Group 6, Census Tract 80.01, Erie County, New York",86761,10317,1135,376,1,"88"
"360290125013","Block Group 3, Census Tract 125.01, Erie County, New York",40913,24048,1599,351,0,"0"
"360290024003","Block Group 3, Census Tract 24, Erie County, New York",30893,13444,521,220,30,"5758"
"360290034003","Block Group 3, Census Tract 34, Erie County, New York",32273,14038,627,334,26,"4147"
"360290112022","Block Group 2, Census Tract 112.02, Erie County, New York",69222,5238,890,238,0,"0"
"360290079042","Block Group 2, Census Tract 79.04, Erie County, New York",60714,28223,566,130,0,"0"
"360290149012","Block Group 2, Census Tract 149.01, Erie County, New York",36845,5182,1050,165,0,"0"
"360290128002","Block Group 2, Census Tract 128, Erie County, New York",27443,16351,626,181,2,"319"
"360290116002","Block Group 2, Census Tract 116, Erie County, New York",78221,13826,561,120,0,"0"
"360290069043","Block Group 3, Census Tract 69.04, Erie County, New York",25302,7220,935,295,9,"963"
"360290123004","Block Group 4, Census Tract 123, Erie County, New York",33073,18068,1162,289,0,"0"
"360290092003","Block Group 3, Census Tract 92, Erie County, New York",48365,26195,1251,318,0,"0"
"360290045004","Block Group 4, Census Tract 45, Erie County, New York",87167,40647,512,238,9,"1758"
"360290052012","Block Group 2, Census Tract 52.01, Erie County, New York",71094,10001,449,127,0,"0"
"360290059002","Block Group 2, Census Tract 59, Erie County, New York",19844,14270,990,283,30,"3030"
"360290167003","Block Group 3, Census Tract 167, Erie County, New York",26875,8975,792,185,29,"3662"
"360290133001","Block Group 1, Census Tract 133, Erie County, New York",67625,28875,1648,298,0,"0"
"360290091143","Block Group 3, Census Tract 91.14, Erie County, New York",103015,35872,1256,201,0,"0"
"360290097021","Block Group 1, Census Tract 97.02, Erie County, New York",59000,13251,1237,319,0,"0"
"360290093014","Block Group 4, Census Tract 93.01, Erie County, New York",61798,34645,1092,368,2,"183"
"360290087001","Block Group 1, Census Tract 87, Erie County, New York",44205,39834,727,235,4,"550"
"360290130014","Block Group 4, Census Tract 130.01, Erie County, New York",60179,14646,793,257,3,"378"
"360290091041","Block Group 1, Census Tract 91.04, Erie County, New York",123333,48255,1275,267,0,"0"
"360290071023","Block Group 3, Census Tract 71.02, Erie County, New York",50125,27338,404,197,15,"3713"
"360290162002","Block Group 2, Census Tract 162, Erie County, New York",50698,9329,930,202,2,"215"
"360290033022","Block Group 2, Census Tract 33.02, Erie County, New York",45469,13483,919,319,34,"3700"
"360290052013","Block Group 3, Census Tract 52.01, Erie County, New York",48889,13665,809,287,11,"1360"
"360290069013","Block Group 3, Census Tract 69.01, Erie County, New York",30811,10450,1241,404,38,"3062"
"360290134004","Block Group 4, Census Tract 134, Erie County, New York",150366,92177,1683,787,0,"0"
"360290141011","Block Group 1, Census Tract 141.01, Erie County, New York",84028,33446,1500,282,0,"0"
"360290174001","Block Group 1, Census Tract 174, Erie County, New York",41691,13430,1844,526,3,"163"
"360290055001","Block Group 1, Census Tract 55, Erie County, New York",50197,8536,971,329,26,"2678"
"360290141023","Block Group 3, Census Tract 141.02, Erie County, New York",51552,33862,1326,348,0,"0"
"360290151021","Block Group 1, Census Tract 151.02, Erie County, New York",76940,6305,1752,251,0,"0"
"360290066023","Block Group 3, Census Tract 66.02, Erie County, New York",34240,19728,661,141,9,"1362"
"360290101011","Block Group 1, Census Tract 101.01, Erie County, New York",71406,16970,615,220,0,"0"
"360290069041","Block Group 1, Census Tract 69.04, Erie County, New York",51964,18997,792,209,4,"505"
"360290142064","Block Group 4, Census Tract 142.06, Erie County, New York",217838,58168,2006,625,0,"0"
"360290050001","Block Group 1, Census Tract 50, Erie County, New York",50391,18075,926,221,22,"2376"
"360290089005","Block Group 5, Census Tract 89, Erie County, New York",64028,22190,974,200,0,"0"
"360290008001","Block Group 1, Census Tract 8, Erie County, New York",70227,19468,999,350,4,"400"
"360290037004","Block Group 4, Census Tract 37, Erie County, New York",23030,6383,1083,235,71,"6556"
"360290028012","Block Group 2, Census Tract 28.01, Erie County, New York",16165,4871,418,159,33,"7895"
"360290167002","Block Group 2, Census Tract 167, Erie County, New York",,,744,322,19,"2554"
"360290044022","Block Group 2, Census Tract 44.02, Erie County, New York",38929,26115,874,285,36,"4119"
"360290082022","Block Group 2, Census Tract 82.02, Erie County, New York",56042,15570,617,231,0,"0"
"360290157004","Block Group 4, Census Tract 157, Erie County, New York",50909,15237,935,211,0,"0"
"360290081025","Block Group 5, Census Tract 81.02, Erie County, New York",61290,15877,701,178,1,"143"
"360290029003","Block Group 3, Census Tract 29, Erie County, New York",,,272,180,30,"11029"
"360290098001","Block Group 1, Census Tract 98, Erie County, New York",45938,8849,924,164,0,"0"
"360290100033","Block Group 3, Census Tract 100.03, Erie County, New York",55133,18354,751,236,0,"0"
"360290061004","Block Group 4, Census Tract 61, Erie County, New York",34036,4790,1274,544,15,"1177"
"360290129042","Block Group 2, Census Tract 129.04, Erie County, New York",75114,20303,1120,257,2,"179"
"360290025022","Block Group 2, Census Tract 25.02, Erie County, New York",,,351,163,20,"5698"
"360290007003","Block Group 3, Census Tract 7, Erie County, New York",82083,25255,383,93,5,"1305"
"360290118001","Block Group 1, Census Tract 118, Erie County, New York",60179,15425,835,190,0,"0"
"360290158002","Block Group 2, Census Tract 158, Erie County, New York",42222,26603,306,87,0,"0"
"360290169003","Block Group 3, Census Tract 169, Erie County, New York",43338,13083,1268,319,18,"1420"
"360290147042","Block Group 2, Census Tract 147.04, Erie County, New York",64875,5353,1192,264,0,"0"
"360290093011","Block Group 1, Census Tract 93.01, Erie County, New York",56518,28540,786,271,2,"254"
"360290155043","Block Group 3, Census Tract 155.04, Erie County, New York",52188,27128,392,210,0,"0"
"360290100023","Block Group 3, Census Tract 100.02, Erie County, New York",32855,11792,1392,358,2,"144"
"360290149031","Block Group 1, Census Tract 149.03, Erie County, New York",84063,35058,957,316,0,"0"
"360290172001","Block Group 1, Census Tract 172, Erie County, New York",70257,30396,988,303,0,"0"
"360290091061","Block Group 1, Census Tract 91.06, Erie County, New York",107740,31906,917,234,0,"0"
"360290101022","Block Group 2, Census Tract 101.02, Erie County, New York",41000,19157,690,159,5,"725"
"360290112024","Block Group 4, Census Tract 112.02, Erie County, New York",27480,5905,912,236,1,"110"
"360299800001","Block Group 1, Census Tract 9800, Erie County, New York",,,2047,284,4,"195"
"360290169004","Block Group 4, Census Tract 169, Erie County, New York",57176,15270,1266,561,5,"395"
"360290094012","Block Group 2, Census Tract 94.01, Erie County, New York",130268,65397,1151,280,0,"0"
"360290099003","Block Group 3, Census Tract 99, Erie County, New York",62237,35558,1712,298,6,"350"
"360290148043","Block Group 3, Census Tract 148.04, Erie County, New York",64685,17871,1757,337,0,"0"
"360290094023","Block Group 3, Census Tract 94.02, Erie County, New York",131023,26684,1491,330,1,"67"
"360290081013","Block Group 3, Census Tract 81.01, Erie County, New York",80395,29501,690,211,2,"290"
"360290009003","Block Group 3, Census Tract 9, Erie County, New York",62254,17563,882,244,10,"1134"
"360290093021","Block Group 1, Census Tract 93.02, Erie County, New York",63553,13624,970,262,1,"103"
"360290033012","Block Group 2, Census Tract 33.01, Erie County, New York",68704,22633,620,281,34,"5484"
"360290042001","Block Group 1, Census Tract 42, Erie County, New York",47656,19607,473,206,25,"5285"
"360290108072","Block Group 2, Census Tract 108.07, Erie County, New York",46389,17985,628,201,0,"0"
"360290001102","Block Group 2, Census Tract 1.10, Erie County, New York",47576,9189,1204,308,28,"2326"
"360290100022","Block Group 2, Census Tract 100.02, Erie County, New York",69762,19711,1291,297,0,"0"
"360290059004","Block Group 4, Census Tract 59, Erie County, New York",,,965,633,33,"3420"
"360290024002","Block Group 2, Census Tract 24, Erie County, New York",30952,4358,663,213,24,"3620"
"360290087005","Block Group 5, Census Tract 87, Erie County, New York",,,1019,447,0,"0"
"360290108052","Block Group 2, Census Tract 108.05, Erie County, New York",,,868,223,0,"0"
"360290154011","Block Group 1, Census Tract 154.01, Erie County, New York",76690,9589,1493,216,0,"0"
"360290097011","Block Group 1, Census Tract 97.01, Erie County, New York",47059,11419,1292,343,0,"0"
"360290174003","Block Group 3, Census Tract 174, Erie County, New York",38036,30452,1403,454,2,"143"
"360290147013","Block Group 3, Census Tract 147.01, Erie County, New York",86685,23104,1594,422,0,"0"
"360290097023","Block Group 3, Census Tract 97.02, Erie County, New York",65938,19668,875,172,0,"0"
"360290047023","Block Group 3, Census Tract 47.02, Erie County, New York",,,1756,810,23,"1310"
"360290147032","Block Group 2, Census Tract 147.03, Erie County, New York",86774,31032,926,518,0,"0"
"360290045006","Block Group 6, Census Tract 45, Erie County, New York",106979,83922,535,225,4,"748"
"360290135013","Block Group 3, Census Tract 135.01, Erie County, New York",,,2056,567,0,"0"
"360290059001","Block Group 1, Census Tract 59, Erie County, New York",29198,6829,653,246,21,"3216"
"360290171004","Block Group 4, Census Tract 171, Erie County, New York",,,811,393,18,"2219"
"360290091162","Block Group 2, Census Tract 91.16, Erie County, New York",92917,43035,1328,378,0,"0"
"360290142072","Block Group 2, Census Tract 142.07, Erie County, New York",105843,20878,1455,354,0,"0"
"360290080012","Block Group 2, Census Tract 80.01, Erie County, New York",115308,32081,1077,288,3,"279"
"360290095013","Block Group 3, Census Tract 95.01, Erie County, New York",102321,20305,1700,464,2,"118"
"360290166004","Block Group 4, Census Tract 166, Erie County, New York",27188,8602,897,351,28,"3122"
"360290091131","Block Group 1, Census Tract 91.13, Erie County, New York",111116,11086,2030,435,0,"0"
"360290108051","Block Group 1, Census Tract 108.05, Erie County, New York",65095,13765,1614,380,0,"0"
"360290090082","Block Group 2, Census Tract 90.08, Erie County, New York",76813,9622,1064,240,0,"0"
"360290055003","Block Group 3, Census Tract 55, Erie County, New York",33590,11637,611,229,52,"8511"
"360290094013","Block Group 3, Census Tract 94.01, Erie County, New York",87708,40630,886,316,2,"226"
"360290081012","Block Group 2, Census Tract 81.01, Erie County, New York",58730,26525,1424,335,1,"70"
"360290149033","Block Group 3, Census Tract 149.03, Erie County, New York",97007,33846,1156,346,0,"0"
"360290030003","Block Group 3, Census Tract 30, Erie County, New York",37083,22450,711,370,33,"4641"
"360290146011","Block Group 1, Census Tract 146.01, Erie County, New York",60833,25592,962,294,0,"0"
"360290112023","Block Group 3, Census Tract 112.02, Erie County, New York",83915,13743,2574,380,0,"0"
"360290091042","Block Group 2, Census Tract 91.04, Erie County, New York",116161,9759,1004,233,0,"0"
"360290095014","Block Group 4, Census Tract 95.01, Erie County, New York",136167,69333,792,275,0,"0"
"360290153021","Block Group 1, Census Tract 153.02, Erie County, New York",75346,13720,921,342,0,"0"
"360290091153","Block Group 3, Census Tract 91.15, Erie County, New York",21236,1178,1328,332,1,"75"
"360290101023","Block Group 3, Census Tract 101.02, Erie County, New York",32917,6070,2158,321,1,"46"
"360290079012","Block Group 2, Census Tract 79.01, Erie County, New York",52353,13852,949,214,0,"0"
"360290158001","Block Group 1, Census Tract 158, Erie County, New York",74076,9660,1881,343,0,"0"
"360290101032","Block Group 2, Census Tract 101.03, Erie County, New York",90357,39173,1502,621,1,"67"
