GEOID,NAME,B19013_001E,B19013_001M,B01003_001E,B01003_001M,NUMPOINTS,inc_rate
"360290055004","Block Group 4, Census Tract 55, Erie County, New York",35938,6988,1353,469,19,"1404"
"360290063011","Block Group 1, Census Tract 63.01, Erie County, New York",54275,26905,600,294,8,"1333"
"360290042005","Block Group 5, Census Tract 42, Erie County, New York",55000,43295,1279,377,34,"2658"
"360290120032","Block Group 2, Census Tract 120.03, Erie County, New York",86907,5286,852,278,0,"0"
"360290087004","Block Group 4, Census Tract 87, Erie County, New York",,,742,304,1,"135"
"360290065014","Block Group 4, Census Tract 65.01, Erie County, New York",34327,20312,581,210,7,"1205"
"360290038002","Block Group 2, Census Tract 38, Erie County, New York",32321,16654,471,253,38,"8068"
"360290093012","Block Group 2, Census Tract 93.01, Erie County, New York",30179,27608,711,377,2,"281"
"360290144003","Block Group 3, Census Tract 144, Erie County, New York",60859,15442,1086,307,0,"0"
"360290125011","Block Group 1, Census Tract 125.01, Erie County, New York",25417,11064,841,239,0,"0"
"360290036001","Block Group 1, Census Tract 36, Erie County, New York",28866,8080,826,264,46,"5569"
"360290007001","Block Group 1, Census Tract 7, Erie County, New York",105469,51359,620,156,3,"484"
"360290170002","Block Group 2, Census Tract 170, Erie County, New York",34554,24550,1486,505,63,"4240"
"360290061003","Block Group 3, Census Tract 61, Erie County, New York",24271,16291,801,300,35,"4370"
"360290024001","Block Group 1, Census Tract 24, Erie County, New York",56667,12657,679,253,33,"4860"
"360290096011","Block Group 1, Census Tract 96.01, Erie County, New York",71912,16993,1600,229,1,"63"
"360290105001","Block Group 1, Census Tract 105, Erie County, New York",60842,12654,632,258,0,"0"
"360290120033","Block Group 3, Census Tract 120.03, Erie County, New York",96293,10179,2396,436,0,"0"
"360290079051","Block Group 1, Census Tract 79.05, Erie County, New York",64632,11019,1258,503,0,"0"
"360290135024","Block Group 4, Census Tract 135.02, Erie County, New York",112188,71592,1225,476,0,"0"
"360290109024","Block Group 4, Census Tract 109.02, Erie County, New York",43870,4866,737,254,3,"407"
"360290052022","Block Group 2, Census Tract 52.02, Erie County, New York",47500,12441,1334,311,28,"2099"
"360290058024","Block Group 4, Census Tract 58.02, Erie County, New York",30590,15556,2104,693,33,"1568"
"360290151011","Block Group 1, Census Tract 151.01, Erie County, New York",75182,9078,1992,247,0,"0"
"360290079026","Block Group 6, Census Tract 79.02, Erie County, New York",60333,18201,378,145,0,"0"
"360290152021","Block Group 1, Census Tract 152.02, Erie County, New York",89342,26321,1278,355,0,"0"
"360290139001","Block Group 1, Census Tract 139, Erie County, New York",80298,10555,2341,244,0,"0"
"360290091133","Block Group 3, Census Tract 91.13, Erie County, New York",126500,32182,2417,438,0,"0"
"360290010001","Block Group 1, Census Tract 10, Erie County, New York",53393,13010,1819,604,24,"1319"
"360290017002","Block Group 2, Census Tract 17, Erie County, New York",,,783,368,23,"2937"
"360290101021","Block Group 1, Census Tract 101.02, Erie County, New York",39492,5001,1159,254,2,"173"
"360290105002","Block Group 2, Census Tract 105, Erie County, New York",57875,17560,932,370,1,"107"
"360290037001","Block Group 1, Census Tract 37, Erie County, New York",41929,13905,1514,536,50,"3303"
"360290070002","Block Group 2, Census Tract 70, Erie County, New York",21214,9513,868,279,24,"2765"
"360290096022","Block Group 2, Census Tract 96.02, Erie County, New York",109803,36012,1964,424,0,"0"
"360290072021","Block Group 1, Census Tract 72.02, Erie County, New York",35846,8953,1584,229,7,"442"
"360290001103","Block Group 3, Census Tract 1.10, Erie County, New York",41389,22136,781,245,22,"2817"
"360290152023","Block Group 3, Census Tract 152.02, Erie County, New York",78819,25551,1944,485,0,"0"
"360290043006","Block Group 6, Census Tract 43, Erie County, New York",37985,20264,692,444,44,"6358"
"360290061001","Block Group 1, Census Tract 61, Erie County, New York",28346,9443,1045,362,32,"3062"
"360290076003","Block Group 3, Census Tract 76, Erie County, New York",58667,11783,835,243,0,"0"
"360290090102","Block Group 2, Census Tract 90.10, Erie County, New York",155069,34570,2237,459,0,"0"
"360290091161","Block Group 1, Census Tract 91.16, Erie County, New York",37974,18006,837,407,1,"119"
"360290091164","Block Group 4, Census Tract 91.16, Erie County, New York",59730,24104,1808,335,0,"0"
"360290102013","Block Group 3, Census Tract 102.01, Erie County, New York",73214,27771,614,205,4,"651"
"360290108092","Block Group 2, Census Tract 108.09, Erie County, New York",88545,5331,1504,250,0,"0"
"360290141022","Block Group 2, Census Tract 141.02, Erie County, New York",88384,25639,2248,783,0,"0"
"360290147012","Block Group 2, Census Tract 147.01, Erie County, New York",176250,103283,1636,540,0,"0"
"360290154023","Block Group 3, Census Tract 154.02, Erie County, New York",108906,55221,1080,254,0,"0"
"360290154024","Block Group 4, Census Tract 154.02, Erie County, New York",33678,13279,1365,378,0,"0"
"360290089002","Block Group 2, Census Tract 89, Erie County, New York",76964,48024,610,214,1,"164"
"360290137013","Block Group 3, Census Tract 137.01, Erie County, New York",77958,61864,814,287,0,"0"
"360290153023","Block Group 3, Census Tract 153.02, Erie County, New York",88750,17482,995,363,0,"0"
"360290007002","Block Group 2, Census Tract 7, Erie County, New York",87628,24223,775,296,2,"258"
"360290144002","Block Group 2, Census Tract 144, Erie County, New York",50534,14425,1210,411,0,"0"
"360290117002","Block Group 2, Census Tract 117, Erie County, New York",85507,16389,1132,276,0,"0"
"360290159001","Block Group 1, Census Tract 159, Erie County, New York",48938,18259,2222,314,0,"0"
"360290073043","Block Group 3, Census Tract 73.04, Erie County, New York",126101,26881,2737,467,0,"0"
"360290090101","Block Group 1, Census Tract 90.10, Erie County, New York",103682,60569,1150,468,0,"0"
"360290129043","Block Group 3, Census Tract 129.04, Erie County, New York",40083,19892,984,218,1,"102"
"360290098002","Block Group 2, Census Tract 98, Erie County, New York",69583,20385,682,242,0,"0"
"360290033013","Block Group 3, Census Tract 33.01, Erie County, New York",37917,16022,1482,577,55,"3711"
"360290054004","Block Group 4, Census Tract 54, Erie County, New York",59738,35312,1097,376,0,"0"
"360290109011","Block Group 1, Census Tract 109.01, Erie County, New York",58967,13647,472,112,0,"0"
"360290095031","Block Group 1, Census Tract 95.03, Erie County, New York",114276,68887,864,182,0,"0"
"360290005001","Block Group 1, Census Tract 5, Erie County, New York",28750,4651,1064,249,16,"1504"
"360290151012","Block Group 2, Census Tract 151.01, Erie County, New York",78654,21437,649,195,0,"0"
"360290138024","Block Group 4, Census Tract 138.02, Erie County, New York",112143,80001,981,311,0,"0"
"360290069012","Block Group 2, Census Tract 69.01, Erie County, New York",38924,32416,960,692,21,"2188"
"360290070003","Block Group 3, Census Tract 70, Erie County, New York",41019,15812,887,330,17,"1917"
"360290067013","Block Group 3, Census Tract 67.01, Erie County, New York",31434,20355,374,293,8,"2139"
"360290083002","Block Group 2, Census Tract 83, Erie County, New York",33958,31215,609,371,0,"0"
"360290174004","Block Group 4, Census Tract 174, Erie County, New York",13750,10684,214,142,0,"0"
"360290091121","Block Group 1, Census Tract 91.12, Erie County, New York",31250,17683,1965,285,0,"0"
"360290010005","Block Group 5, Census Tract 10, Erie County, New York",56250,40384,2344,772,66,"2816"
"360290067024","Block Group 4, Census Tract 67.02, Erie County, New York",32250,7350,487,161,7,"1437"
"360290102021","Block Group 1, Census Tract 102.02, Erie County, New York",37254,8629,1724,515,15,"870"
"360290113002","Block Group 2, Census Tract 113, Erie County, New York",78023,7212,1849,467,0,"0"
"360290047021","Block Group 1, Census Tract 47.02, Erie County, New York",41548,26954,983,446,32,"3255"
"360290090112","Block Group 2, Census Tract 90.11, Erie County, New York",91146,30917,1295,290,0,"0"
"360290040021","Block Group 1, Census Tract 40.02, Erie County, New York",33462,31470,490,251,30,"6122"
"360290010002","Block Group 2, Census Tract 10, Erie County, New York",,,512,280,9,"1758"
"360290108031","Block Group 1, Census Tract 108.03, Erie County, New York",70282,12328,1245,251,0,"0"
"360290157001","Block Group 1, Census Tract 157, Erie County, New York",68456,16043,1236,266,0,"0"
"360290057002","Block Group 2, Census Tract 57, Erie County, New York",28136,13392,1036,414,22,"2124"
"360290091071","Block Group 1, Census Tract 91.07, Erie County, New York",60388,27677,2062,858,2,"97"
"360290057003","Block Group 3, Census Tract 57, Erie County, New York",34196,13075,1330,524,29,"2180"
"360290008004","Block Group 4, Census Tract 8, Erie County, New York",113750,25567,504,171,3,"595"
"360290145021","Block Group 1, Census Tract 145.02, Erie County, New York",34545,26537,792,272,0,"0"
"360290115002","Block Group 2, Census Tract 115, Erie County, New York",43580,17348,551,158,3,"544"
"360290017001","Block Group 1, Census Tract 17, Erie County, New York",18845,2704,1165,224,40,"3433"
"360290027043","Block Group 3, Census Tract 27.04, Erie County, New York",,,620,243,14,"2258"
"360290140001","Block Group 1, Census Tract 140, Erie County, New York",94856,28763,1601,267,0,"0"
"360290103002","Block Group 2, Census Tract 103, Erie County, New York",29697,22830,589,205,7,"1188"
"360290051001","Block Group 1, Census Tract 51, Erie County, New York",55799,20431,1963,606,25,"1274"
"360290015003","Block Group 3, Census Tract 15, Erie County, New York",38000,34975,342,94,19,"5556"
"360290103001","Block Group 1, Census Tract 103, Erie County, New York",39464,16792,589,197,4,"679"
"360290069031","Block Group 1, Census Tract 69.03, Erie County, New York",51429,17156,1612,419,30,"1861"
"360290045001","Block Group 1, Census Tract 45, Erie County, New York",49860,10941,632,240,17,"2690"
"360290091122","Block Group 2, Census Tract 91.12, Erie County, New York",26833,15840,816,169,0,"0"
"360290089004","Block Group 4, Census Tract 89, Erie County, New York",83500,28584,774,227,0,"0"
"360290150011","Block Group 1, Census Tract 150.01, Erie County, New York",71573,19157,1748,399,0,"0"
"360290089003","Block Group 3, Census Tract 89, Erie County, New York",108036,51700,793,209,1,"126"
"360290109013","Block Group 3, Census Tract 109.01, Erie County, New York",64896,18241,990,236,1,"101"
"360290117001","Block Group 1, Census Tract 117, Erie County, New York",34479,33647,621,157,1,"161"
"360290029002","Block Group 2, Census Tract 29, Erie County, New York",16875,8378,177,92,16,"9040"
"360290125012","Block Group 2, Census Tract 125.01, Erie County, New York",59375,18443,451,226,1,"222"
"360290125021","Block Group 1, Census Tract 125.02, Erie County, New York",47371,10294,1033,259,0,"0"
"360290077003","Block Group 3, Census Tract 77, Erie County, New York",55341,18957,1009,321,0,"0"
"360290080013","Block Group 3, Census Tract 80.01, Erie County, New York",,,499,282,0,"0"
"360290078001","Block Group 1, Census Tract 78, Erie County, New York",72581,41063,672,255,0,"0"
"360290131013","Block Group 3, Census Tract 131.01, Erie County, New York",75833,23096,1144,359,0,"0"
"360290146012","Block Group 2, Census Tract 146.01, Erie County, New York",107629,19227,2616,460,1,"38"
"360290086001","Block Group 1, Census Tract 86, Erie County, New York",95156,23423,936,699,2,"214"
"360290101014","Block Group 4, Census Tract 101.01, Erie County, New York",53841,10622,1213,298,2,"165"
"360290080021","Block Group 1, Census Tract 80.02, Erie County, New York",60167,35917,615,177,2,"325"
"360290147011","Block Group 1, Census Tract 147.01, Erie County, New York",102364,5155,1237,420,0,"0"
"360290138012","Block Group 2, Census Tract 138.01, Erie County, New York",95227,26436,1615,312,0,"0"
"360290035011","Block Group 1, Census Tract 35.01, Erie County, New York",,,312,113,19,"6090"
"360290129041","Block Group 1, Census Tract 129.04, Erie County, New York",65087,7002,1813,480,2,"110"
"360290171005","Block Group 5, Census Tract 171, Erie County, New York",18864,8265,686,244,21,"3061"
"360290024005","Block Group 5, Census Tract 24, Erie County, New York",20815,4800,778,296,64,"8226"
"360290008003","Block Group 3, Census Tract 8, Erie County, New York",54531,17351,1906,602,10,"525"
"360290073062","Block Group 2, Census Tract 73.06, Erie County, New York",76563,56156,788,279,0,"0"
"360290108082","Block Group 2, Census Tract 108.08, Erie County, New York",41382,13921,538,170,0,"0"
"360290091163","Block Group 3, Census Tract 91.16, Erie County, New York",82788,48278,1300,458,0,"0"
"360290123001","Block Group 1, Census Tract 123, Erie County, New York",41601,7327,626,373,2,"319"
"360290005002","Block Group 2, Census Tract 5, Erie County, New York",,,582,227,5,"859"
"360290085002","Block Group 2, Census Tract 85, Erie County, New York",83636,15193,1236,222,1,"81"
"360290046012","Block Group 2, Census Tract 46.01, Erie County, New York",49395,42003,1126,434,11,"977"
"360290100032","Block Group 2, Census Tract 100.03, Erie County, New York",66750,15519,1153,222,0,"0"
"360290054001","Block Group 1, Census Tract 54, Erie County, New York",47222,18069,1233,235,7,"568"
"360290001101","Block Group 1, Census Tract 1.10, Erie County, New York",38824,27833,461,195,7,"1518"
"360290171003","Block Group 3, Census Tract 171, Erie County, New York",26000,21002,620,239,24,"3871"
"360290063021","Block Group 1, Census Tract 63.02, Erie County, New York",68750,21275,856,274,1,"117"
"360290051002","Block Group 2, Census Tract 51, Erie County, New York",23631,22006,887,297,16,"1804"
"360290073032","Block Group 2, Census Tract 73.03, Erie County, New York",74653,29823,2358,535,0,"0"
"360290108091","Block Group 1, Census Tract 108.09, Erie County, New York",75963,4657,1380,256,0,"0"
"360290108032","Block Group 2, Census Tract 108.03, Erie County, New York",56842,6726,630,123,0,"0"
"360290056003","Block Group 3, Census Tract 56, Erie County, New York",22679,16257,1167,660,35,"2999"
"360290090042","Block Group 2, Census Tract 90.04, Erie County, New York",117719,28186,2102,564,0,"0"
"360290082012","Block Group 2, Census Tract 82.01, Erie County, New York",48229,27963,764,166,0,"0"
"360290131041","Block Group 1, Census Tract 131.04, Erie County, New York",107898,36082,2149,562,0,"0"
"360290061005","Block Group 5, Census Tract 61, Erie County, New York",54861,30493,821,453,19,"2314"
"360290143003","Block Group 3, Census Tract 143, Erie County, New York",51058,21592,1025,345,0,"0"
"360290068011","Block Group 1, Census Tract 68.01, Erie County, New York",58462,10939,1235,491,11,"891"
"360290080024","Block Group 4, Census Tract 80.02, Erie County, New York",71647,17471,1261,328,0,"0"
"360290102023","Block Group 3, Census Tract 102.02, Erie County, New York",68594,16214,1194,341,1,"84"
"360290155032","Block Group 2, Census Tract 155.03, Erie County, New York",52112,14994,1197,229,0,"0"
"360290168011","Block Group 1, Census Tract 168.01, Erie County, New York",21754,6237,1017,408,46,"4523"
"360290146051","Block Group 1, Census Tract 146.05, Erie County, New York",95174,29067,2952,429,0,"0"
"360290135015","Block Group 5, Census Tract 135.01, Erie County, New York",105536,49526,1026,345,0,"0"
"360290149035","Block Group 5, Census Tract 149.03, Erie County, New York",75402,19301,1504,480,0,"0"
"360290158003","Block Group 3, Census Tract 158, Erie County, New York",56250,31036,1988,339,0,"0"
"360290073064","Block Group 4, Census Tract 73.06, Erie County, New York",111311,31189,1274,335,0,"0"
"360290081015","Block Group 5, Census Tract 81.01, Erie County, New York",,,1293,484,0,"0"
"360290108043","Block Group 3, Census Tract 108.04, Erie County, New York",56962,2908,1427,361,2,"140"
"360290134006","Block Group 6, Census Tract 134, Erie County, New York",95721,27016,2118,351,0,"0"
"360290093022","Block Group 2, Census Tract 93.02, Erie County, New York",71024,5019,1602,512,2,"125"
"360290015002","Block Group 2, Census Tract 15, Erie County, New York",,,304,114,29,"9539"
"360290067022","Block Group 2, Census Tract 67.02, Erie County, New York",46625,33118,1255,590,9,"717"
"360290153022","Block Group 2, Census Tract 153.02, Erie County, New York",59643,18573,1091,257,0,"0"
"360290131015","Block Group 5, Census Tract 131.01, Erie County, New York",60521,19571,1369,423,0,"0"
"360290132011","Block Group 1, Census Tract 132.01, Erie County, New York",54648,7772,2105,407,0,"0"
"360290120022","Block Group 2, Census Tract 120.02, Erie County, New York",94792,26262,1048,187,0,"0"
"360290108053","Block Group 3, Census Tract 108.05, Erie County, New York",70358,4457,2100,569,0,"0"
"360290082023","Block Group 3, Census Tract 82.02, Erie County, New York",49063,5708,806,238,0,"0"
"360290040031","Block Group 1, Census Tract 40.03, Erie County, New York",25357,5558,1138,310,34,"2988"
"360290031001","Block Group 1, Census Tract 31, Erie County, New York",25800,9377,601,345,30,"4992"
"360290154022","Block Group 2, Census Tract 154.02, Erie County, New York",97563,40922,843,281,0,"0"
"360290036002","Block Group 2, Census Tract 36, Erie County, New York",32976,25558,424,196,18,"4245"
"360290131016","Block Group 6, Census Tract 131.01, Erie County, New York",57411,20835,1298,344,0,"0"
"360290146062","Block Group 2, Census Tract 146.06, Erie County, New York",111354,42396,1666,369,0,"0"
"360290056004","Block Group 4, Census Tract 56, Erie County, New York",26038,7259,1154,327,43,"3726"
"360290149011","Block Group 1, Census Tract 149.01, Erie County, New York",71157,8840,1515,165,0,"0"
"360290107003","Block Group 3, Census Tract 107, Erie County, New York",47667,29165,663,255,1,"151"
"360290044014","Block Group 4, Census Tract 44.01, Erie County, New York",42114,7706,753,213,15,"1992"
"360290145022","Block Group 2, Census Tract 145.02, Erie County, New York",61875,8408,1401,277,0,"0"
"360290050003","Block Group 3, Census Tract 50, Erie County, New York",66852,14508,776,237,8,"1031"
"360290093015","Block Group 5, Census Tract 93.01, Erie County, New York",34207,23494,772,190,2,"259"
"360290002004","Block Group 4, Census Tract 2, Erie County, New York",46118,4744,995,287,23,"2312"
"360290066021","Block Group 1, Census Tract 66.02, Erie County, New York",,,918,362,6,"654"
"360290120011","Block Group 1, Census Tract 120.01, Erie County, New York",62885,16570,1350,289,5,"370"
"360290164001","Block Group 1, Census Tract 164, Erie County, New York",,,718,205,44,"6128"
"360290155042","Block Group 2, Census Tract 155.04, Erie County, New York",63269,40357,1120,356,0,"0"
"360290088001","Block Group 1, Census Tract 88, Erie County, New York",63438,19772,712,230,2,"281"
"360290131012","Block Group 2, Census Tract 131.01, Erie County, New York",73516,50672,835,303,0,"0"
"360290150032","Block Group 2, Census Tract 150.03, Erie County, New York",33913,18086,1154,242,1,"87"
"360290081014","Block Group 4, Census Tract 81.01, Erie County, New York",62885,7777,963,270,1,"104"
"360290118002","Block Group 2, Census Tract 118, Erie County, New York",71375,23528,830,153,0,"0"
"360290130022","Block Group 2, Census Tract 130.02, Erie County, New York",80391,34696,1777,721,0,"0"
"360290130012","Block Group 2, Census Tract 130.01, Erie County, New York",,,497,144,1,"201"
"360290131042","Block Group 2, Census Tract 131.04, Erie County, New York",53333,19549,952,350,0,"0"
"360290090084","Block Group 4, Census Tract 90.08, Erie County, New York",68938,43148,1369,332,0,"0"
"360290079054","Block Group 4, Census Tract 79.05, Erie County, New York",69538,25491,1335,263,0,"0"
"360290113004","Block Group 4, Census Tract 113, Erie County, New York",36111,22347,1238,296,0,"0"
"360290131043","Block Group 3, Census Tract 131.04, Erie County, New York",111765,49480,1473,319,0,"0"
"360290095041","Block Group 1, Census Tract 95.04, Erie County, New York",76250,21493,719,259,0,"0"
"360290146061","Block Group 1, Census Tract 146.06, Erie County, New York",186471,82783,2533,391,0,"0"
"360290142043","Block Group 3, Census Tract 142.04, Erie County, New York",48462,9447,1178,399,0,"0"
"360290129032","Block Group 2, Census Tract 129.03, Erie County, New York",75982,49682,664,298,0,"0"
"360290132023","Block Group 3, Census Tract 132.02, Erie County, New York",102361,15528,1833,370,0,"0"
"360290112011","Block Group 1, Census Tract 112.01, Erie County, New York",95815,32116,1979,531,0,"0"
"360290173022","Block Group 2, Census Tract 173.02, Erie County, New York",41985,35766,1453,465,0,"0"
"360290016021","Block Group 1, Census Tract 16.02, Erie County, New York",17250,5784,1165,312,83,"7124"
"360290073033","Block Group 3, Census Tract 73.03, Erie County, New York",117500,31700,1620,387,0,"0"
"360290132014","Block Group 4, Census Tract 132.01, Erie County, New York",130313,25916,2397,719,0,"0"
"360290147014","Block Group 4, Census Tract 147.01, Erie County, New York",109375,32808,1197,293,0,"0"
"360290173023","Block Group 3, Census Tract 173.02, Erie County, New York",76009,5901,1734,269,0,"0"
"360290129023","Block Group 3, Census Tract 129.02, Erie County, New York",45811,15749,531,190,0,"0"
"360290082021","Block Group 1, Census Tract 82.02, Erie County, New York",49886,8891,931,278,1,"107"
"360290131032","Block Group 2, Census Tract 131.03, Erie County, New York",121761,20008,3109,770,0,"0"
"360290044021","Block Group 1, Census Tract 44.02, Erie County, New York",11746,6566,1600,493,76,"4750"
"360290145012","Block Group 2, Census Tract 145.01, Erie County, New York",68355,12682,1800,308,0,"0"
"360290157003","Block Group 3, Census Tract 157, Erie County, New York",62917,19085,626,174,0,"0"
"360290108042","Block Group 2, Census Tract 108.04, Erie County, New York",85167,13545,1126,599,0,"0"
"360290175012","Block Group 2, Census Tract 175.01, Erie County, New York",42935,6497,1149,476,0,"0"
"360290142061","Block Group 1, Census Tract 142.06, Erie County, New York",131373,30930,2727,549,0,"0"
"360290147031","Block Group 1, Census Tract 147.03, Erie County, New York",182647,88517,2123,497,0,"0"
"360290148052","Block Group 2, Census Tract 148.05, Erie County, New York",100987,25940,1473,327,0,"0"
"360290138023","Block Group 3, Census Tract 138.02, Erie County, New York",,,696,217,0,"0"
"360290014041","Block Group 1, Census Tract 14.04, Erie County, New York",10787,7217,487,165,19,"3901"
"360290027041","Block Group 1, Census Tract 27.04, Erie County, New York",,,1199,632,14,"1168"
"360290071032","Block Group 2, Census Tract 71.03, Erie County, New York",13147,12324,1168,453,29,"2483"
"360290067014","Block Group 4, Census Tract 67.01, Erie County, New York",66520,11308,702,198,6,"855"
"360290049011","Block Group 1, Census Tract 49.01, Erie County, New York",,,733,322,8,"1091"
"360290090093","Block Group 3, Census Tract 90.09, Erie County, New York",83516,19885,2074,361,0,"0"
"360290168012","Block Group 2, Census Tract 168.01, Erie County, New York",,,777,214,40,"5148"
"360290147043","Block Group 3, Census Tract 147.04, Erie County, New York",52112,18197,1683,408,0,"0"
"360290138025","Block Group 5, Census Tract 138.02, Erie County, New York",109102,21992,1314,343,0,"0"
"360290068021","Block Group 1, Census Tract 68.02, Erie County, New York",41477,12488,703,210,12,"1707"
"360290147033","Block Group 3, Census Tract 147.03, Erie County, New York",139813,28514,1974,654,0,"0"
"360290073061","Block Group 1, Census Tract 73.06, Erie County, New York",55043,11455,1111,278,0,"0"
"360290040033","Block Group 3, Census Tract 40.03, Erie County, New York",,,1246,396,43,"3451"
"360290040032","Block Group 2, Census Tract 40.03, Erie County, New York",26307,12657,740,296,20,"2703"
"360299804001","Block Group 1, Census Tract 9804, Erie County, New York",,,1502,229,0,"0"
"360290094011","Block Group 1, Census Tract 94.01, Erie County, New York",48897,15932,2516,570,0,"0"
"360290140002","Block Group 2, Census Tract 140, Erie County, New York",70294,14241,2187,254,0,"0"
"360299401001","Block Group 1, Census Tract 9401, Erie County, New York",,,13,16,0,"0"
"360290046014","Block Group 4, Census Tract 46.01, Erie County, New York",86250,20305,781,194,4,"512"
"360290041003","Block Group 3, Census Tract 41, Erie County, New York",40972,26019,603,249,26,"4312"
"360290170003","Block Group 3, Census Tract 170, Erie County, New York",32071,2135,381,241,22,"5774"
"360290090111","Block Group 1, Census Tract 90.11, Erie County, New York",113875,34846,1511,235,0,"0"
"360290037003","Block Group 3, Census Tract 37, Erie County, New York",23333,9686,270,187,35,"12963"
"360290109021","Block Group 1, Census Tract 109.02, Erie County, New York",61705,24725,998,289,1,"100"
"360290080026","Block Group 6, Census Tract 80.02, Erie County, New York",103902,29840,804,249,0,"0"
"360290080025","Block Group 5, Census Tract 80.02, Erie County, New York",,,1299,741,3,"231"
"360290141012","Block Group 2, Census Tract 141.01, Erie County, New York",83646,40811,1864,349,0,"0"
"360290047022","Block Group 2, Census Tract 47.02, Erie County, New York",48750,13260,1656,652,69,"4167"
"360290007004","Block Group 4, Census Tract 7, Erie County, New York",50917,20220,1049,293,9,"858"
"360290155031","Block Group 1, Census Tract 155.03, Erie County, New York",52936,11376,1263,326,0,"0"
"360290080032","Block Group 2, Census Tract 80.03, Erie County, New York",37433,29336,908,414,2,"220"
"360290009001","Block Group 1, Census Tract 9, Erie County, New York",60962,21848,813,276,15,"1845"
"360290165001","Block Group 1, Census Tract 165, Erie County, New York",74643,36266,1182,218,20,"1692"
"360290100021","Block Group 1, Census Tract 100.02, Erie County, New York",42379,7882,1630,411,2,"123"
"360290175011","Block Group 1, Census Tract 175.01, Erie County, New York",47813,18386,426,149,0,"0"
"360290031002","Block Group 2, Census Tract 31, Erie County, New York",42656,3920,690,371,16,"2319"
"360290066012","Block Group 2, Census Tract 66.01, Erie County, New York",86307,9711,1552,552,8,"515"
"360290058012","Block Group 2, Census Tract 58.01, Erie County, New York",19414,15994,1383,365,19,"1374"
"360290163002","Block Group 2, Census Tract 163, Erie County, New York",31425,2645,446,200,26,"5830"
"360290051004","Block Group 4, Census Tract 51, Erie County, New York",47889,31379,1022,435,23,"2250"
"360290095042","Block Group 2, Census Tract 95.04, Erie County, New York",57917,27408,2546,1094,0,"0"
"360290056001","Block Group 1, Census Tract 56, Erie County, New York",12012,10745,478,205,20,"4184"
"360290097024","Block Group 4, Census Tract 97.02, Erie County, New York",66645,7757,1363,336,0,"0"
"360290108071","Block Group 1, Census Tract 108.07, Erie County, New York",54500,17573,1639,349,1,"61"
"360290090092","Block Group 2, Census Tract 90.09, Erie County, New York",184183,71842,2602,839,1,"38"
"360290043003","Block Group 3, Census Tract 43, Erie County, New York",52526,27827,479,365,48,"10021"
"360290108073","Block Group 3, Census Tract 108.07, Erie County, New York",62935,59724,930,422,0,"0"
"360290041001","Block Group 1, Census Tract 41, Erie County, New York",26437,2210,1653,595,76,"4598"
"360290136003","Block Group 3, Census Tract 136, Erie County, New York",85764,28270,587,163,0,"0"
"360290107002","Block Group 2, Census Tract 107, Erie County, New York",85640,3955,597,180,1,"168"
"360290116001","Block Group 1, Census Tract 116, Erie County, New York",53441,2545,1439,440,1,"69"
"360290087003","Block Group 3, Census Tract 87, Erie County, New York",76865,24401,1184,306,0,"0"
"360290142071","Block Group 1, Census Tract 142.07, Erie County, New York",88583,25097,921,245,0,"0"
"360290152011","Block Group 1, Census Tract 152.01, Erie County, New York",74773,10732,1189,294,0,"0"
"360290169001","Block Group 1, Census Tract 169, Erie County, New York",100179,48839,946,365,3,"317"
"360290173012","Block Group 2, Census Tract 173.01, Erie County, New York",70167,15823,890,256,0,"0"
"360290094015","Block Group 5, Census Tract 94.01, Erie County, New York",91000,42504,529,163,0,"0"
"360290086003","Block Group 3, Census Tract 86, Erie County, New York",26207,11329,575,208,1,"174"
"360290110001","Block Group 1, Census Tract 110, Erie County, New York",41184,15158,580,127,0,"0"
"360290101012","Block Group 2, Census Tract 101.01, Erie County, New York",42337,25726,1401,325,1,"71"
"360290073042","Block Group 2, Census Tract 73.04, Erie County, New York",104861,55517,559,255,0,"0"
"360290111002","Block Group 2, Census Tract 111, Erie County, New York",58875,11121,618,164,3,"485"
"360290019001","Block Group 1, Census Tract 19, Erie County, New York",44200,16507,1190,317,34,"2857"
"360290025023","Block Group 3, Census Tract 25.02, Erie County, New York",,,719,251,53,"7371"
"360290164004","Block Group 4, Census Tract 164, Erie County, New York",35595,34630,673,497,11,"1634"
"360290138011","Block Group 1, Census Tract 138.01, Erie County, New York",,,572,325,0,"0"
"360290086002","Block Group 2, Census Tract 86, Erie County, New York",102782,49306,782,250,0,"0"
"360290108041","Block Group 1, Census Tract 108.04, Erie County, New York",68933,8202,1971,499,0,"0"
"360290073031","Block Group 1, Census Tract 73.03, Erie County, New York",56964,28161,632,242,0,"0"
"360290079025","Block Group 5, Census Tract 79.02, Erie County, New York",80360,17676,1120,333,0,"0"
"360290087002","Block Group 2, Census Tract 87, Erie County, New York",72950,39866,736,244,2,"272"
"360290065012","Block Group 2, Census Tract 65.01, Erie County, New York",106875,60359,734,286,3,"409"
"360290028021","Block Group 1, Census Tract 28.02, Erie County, New York",27222,6181,955,225,41,"4293"
"360290149034","Block Group 4, Census Tract 149.03, Erie County, New York",54521,22739,1646,544,0,"0"
"360290023002","Block Group 2, Census Tract 23, Erie County, New York",26010,5801,891,430,26,"2918"
"360290079022","Block Group 2, Census Tract 79.02, Erie County, New York",71838,17495,686,240,0,"0"
"360290042003","Block Group 3, Census Tract 42, Erie County, New York",26595,11538,791,325,29,"3666"
